ammonia,arsenic,cadmium,copper,viruses,lead,nitrates,mercury,selenium,uranium,class
26.36,0.22,0.12,0.12,0.997,0.084,16.25,0.001,0.02,0.03,0
6.41,1.02,0.11,1.36,0.998,0.141,3.39,0.004,0.07,0.03,0
17.12,1.0,0.126,1.0,0.995,0.1,5.38,0.005,0.06,0.06,0
27.47,1.02,0.09,1.54,0.36,0.107,6.39,0.006,0.03,0.06,0
16.58,0.54,0.13,1.62,0.999,0.17,17.42,0.001,0.1,0.05,0
29.58,0.1,0.11,1.96,0.997,0.061,3.14,0.008,0.0,0.01,0
8.7,0.93,0.06,0.95,0.993,0.091,17.19,0.009,0.06,0.04,0
20.21,0.41,0.06,0.63,0.01,0.088,8.12,0.009,0.1,0.03,0
3.75,0.97,0.1,1.29,0.25,0.129,19.45,0.008,0.1,0.04,0
5.21,1.0,0.11,0.55,0.996,0.067,6.5,0.005,0.1,0.01,0
11.25,0.96,0.04,0.62,0.999,0.035,5.79,0.001,0.09,0.08,0
11.92,1.01,0.07,1.94,0.991,0.074,2.2,0.001,0.0,0.07,0
8.04,0.97,0.04,1.84,0.37,0.174,14.79,0.003,0.03,0.09,0
16.43,1.02,0.125,0.89,0.28,0.1,16.93,0.009,0.06,0.07,0
4.7,1.029,0.122,1.28,0.999,0.167,1.14,0.006,0.02,0.05,0
27.23,0.93,0.06,1.95,1.0,0.197,17.59,0.006,0.05,0.0,0
2.16,0.98,0.124,1.75,0.28,0.042,2.66,0.005,0.07,0.05,0
12.32,0.74,0.02,0.81,0.28,0.166,2.46,0.006,0.06,0.03,0
2.01,0.97,0.02,1.53,1.0,0.18,0.0,0.003,0.03,0.01,0
7.39,1.01,0.05,0.42,0.4,0.054,19.62,0.0,0.03,0.06,0
20.85,0.83,0.08,1.46,0.996,0.131,11.16,0.003,0.02,0.0,0
15.39,1.03,0.11,1.19,0.995,0.195,2.98,0.008,0.06,0.06,0
17.6,0.88,0.02,0.27,0.07,0.026,2.44,0.004,0.05,0.02,0
2.37,0.94,0.12,1.98,0.994,0.092,10.75,0.006,0.03,0.08,0
27.7,0.99,0.123,1.06,0.991,0.177,8.98,0.007,0.04,0.05,0
5.15,0.7,0.1,1.94,0.999,0.125,17.42,0.01,0.07,0.03,0
24.18,1.0,0.09,1.93,0.991,0.154,15.49,0.002,0.08,0.09,0
18.38,0.82,0.06,0.67,0.991,0.178,2.28,0.007,0.03,0.08,0
27.8,1.0,0.05,0.47,0.07,0.125,7.34,0.002,0.05,0.04,0
2.25,0.11,0.06,1.71,0.46,0.152,14.38,0.01,0.08,0.04,0
29.43,0.93,0.05,1.98,1.0,0.192,5.21,0.006,0.08,0.0,0
11.16,1.0,0.11,1.64,0.2,0.084,16.65,0.009,0.04,0.01,0
27.26,0.7,0.1,1.54,0.36,0.107,5.99,0.006,0.03,0.06,0
29.34,0.98,0.06,2.0,0.995,0.199,17.3,0.009,0.07,0.01,0
26.18,1.0,0.08,1.19,0.28,0.163,15.35,0.007,0.01,0.09,0
6.82,0.85,0.09,0.66,0.14,0.113,5.54,0.003,0.09,0.04,0
3.87,1.02,0.129,0.04,0.15,0.008,6.48,0.008,0.01,0.0,0
27.56,0.94,0.04,0.92,0.993,0.016,16.53,0.009,0.1,0.04,0
19.64,1.01,0.12,1.97,0.25,0.108,12.68,0.008,0.03,0.02,0
5.65,1.02,0.128,0.84,0.995,0.012,8.53,0.004,0.1,0.02,0
10.2,1.03,0.09,1.91,0.999,0.121,11.64,0.002,0.07,0.09,0
19.35,0.99,0.04,1.93,0.999,0.043,8.93,0.004,0.07,0.05,0
1.96,1.0,0.122,1.25,0.31,0.096,14.63,0.004,0.07,0.01,0
4.21,0.98,0.02,0.28,0.4,0.107,11.77,0.001,0.08,0.02,0
8.78,0.98,0.03,1.95,0.28,0.111,19.6,0.006,0.09,0.06,0
7.31,1.0,0.04,1.94,0.22,0.054,3.26,0.007,0.05,0.03,0
7.76,0.96,0.09,1.23,0.997,0.125,1.01,0.006,0.02,0.05,0
25.72,0.81,0.12,0.77,0.13,0.181,3.0,0.003,0.09,0.01,0
21.12,1.03,0.09,1.3,0.35,0.032,17.33,0.007,0.01,0.08,0
17.39,0.66,0.09,1.29,0.25,0.098,1.07,0.004,0.07,0.02,0
21.12,0.97,0.08,1.91,0.996,0.174,12.63,0.001,0.03,0.03,0
23.86,1.01,0.11,0.96,0.993,0.021,11.63,0.009,0.06,0.0,0
4.21,0.3,0.07,1.98,0.4,0.199,11.65,0.001,0.08,0.02,0
11.98,0.55,0.01,1.94,0.993,0.199,3.66,0.001,0.04,0.07,0
27.91,0.99,0.125,1.45,0.996,0.138,5.07,0.007,0.07,0.05,0
17.49,0.43,0.07,0.73,0.03,0.185,5.86,0.003,0.09,0.02,0
25.14,0.99,0.124,1.25,0.32,0.043,4.29,0.008,0.06,0.05,0
7.77,0.95,0.11,0.34,0.999,0.183,5.35,0.009,0.07,0.01,0
17.39,0.98,0.02,1.29,1.0,0.098,0.84,0.004,0.07,0.02,0
16.29,0.98,0.07,0.14,0.997,0.015,18.8,0.007,0.03,0.08,0
6.03,0.99,0.129,1.15,0.994,0.017,6.23,0.0,0.07,0.07,0
13.55,1.01,0.121,1.92,0.996,0.028,18.88,0.0,0.05,0.01,0
24.49,0.61,0.08,1.71,0.23,0.026,9.68,0.004,0.06,0.0,0
8.01,1.02,0.126,1.92,0.3,0.043,8.89,0.01,0.06,0.07,0
5.61,0.02,0.05,1.8,0.994,0.087,7.78,0.005,0.0,0.02,0
3.65,1.0,0.128,1.22,0.17,0.062,9.27,0.001,0.01,0.04,0
14.57,0.98,0.11,0.88,0.31,0.079,17.29,0.007,0.0,0.06,0
4.38,1.02,0.127,1.98,0.996,0.03,1.67,0.007,0.04,0.02,0
12.83,0.96,0.09,1.98,0.39,0.141,17.35,0.0,0.0,0.04,0
7.38,1.02,0.122,0.46,0.33,0.158,19.15,0.002,0.0,0.01,0
10.76,0.77,0.04,1.13,0.45,0.047,13.2,0.003,0.09,0.01,0
8.24,0.23,0.11,1.25,0.998,0.117,3.6,0.005,0.05,0.05,0
11.11,1.02,0.13,1.82,0.21,0.068,9.98,0.004,0.1,0.03,0
17.42,1.0,0.129,1.52,0.27,0.036,5.15,0.002,0.04,0.07,0
29.31,0.96,0.04,1.52,0.999,0.083,16.47,0.006,0.04,0.0,0
29.22,0.42,0.07,0.41,1.0,0.124,9.09,0.0,0.05,0.07,0
28.95,0.95,0.06,0.01,0.999,0.15,1.45,0.01,0.01,0.09,0
25.88,0.99,0.05,0.51,0.34,0.101,9.03,0.003,0.08,0.0,0
14.57,0.6,0.04,0.24,0.998,0.17,12.18,0.005,0.03,0.01,0
8.34,0.95,0.1,1.76,0.992,0.03,3.22,0.004,0.08,0.07,0
21.66,0.99,0.125,0.51,0.2,0.079,17.88,0.009,0.02,0.02,0
10.43,0.94,0.09,1.5,0.5,0.126,0.32,0.002,0.05,0.05,0
29.63,0.95,0.06,1.76,0.997,0.07,15.54,0.001,0.03,0.03,0
8.3,1.03,0.04,1.91,0.994,0.045,4.71,0.001,0.05,0.09,0
21.11,0.3,0.04,0.04,1.0,0.163,5.79,0.01,0.1,0.08,0
13.21,0.5,0.03,0.86,1.0,0.155,10.71,0.0,0.08,0.05,0
15.14,0.42,0.12,1.24,0.26,0.025,6.22,0.005,0.03,0.02,0
27.46,0.98,0.12,1.99,1.0,0.191,9.74,0.008,0.05,0.0,0
1.69,0.98,0.07,0.07,0.27,0.02,9.29,0.001,0.08,0.08,0
10.52,0.98,0.129,1.95,0.26,0.188,6.72,0.01,0.04,0.09,0
10.28,0.4,0.08,0.09,0.998,0.068,3.03,0.0,0.08,0.07,0
29.72,0.99,0.1,2.0,0.994,0.04,4.99,0.003,0.03,0.05,0
18.84,0.96,0.05,0.66,0.994,0.139,5.52,0.007,0.01,0.05,0
20.38,0.96,0.02,1.78,0.37,0.038,7.92,0.005,0.01,0.03,0
15.85,1.0,0.1,0.7,0.0,0.067,0.88,0.002,0.1,0.0,0
29.2,1.01,0.11,1.94,0.997,0.125,14.75,0.007,0.05,0.09,0
4.59,1.01,0.1,0.58,0.992,0.186,7.88,0.004,0.04,0.03,0
17.66,0.88,0.01,1.01,0.28,0.124,3.95,0.006,0.04,0.07,0
25.11,0.94,0.07,0.5,0.2,0.007,9.08,0.004,0.0,0.05,0
8.4,0.94,0.09,1.98,1.0,0.03,0.93,0.007,0.04,0.02,0
28.88,1.0,0.1,0.1,0.993,0.088,3.02,0.007,0.05,0.04,0
16.95,1.03,0.08,1.99,1.0,0.087,7.16,0.005,0.0,0.02,0
9.87,1.02,0.11,1.21,0.993,0.176,16.14,0.008,0.04,0.0,0
1.08,1.0,0.05,1.9,0.992,0.189,3.87,0.003,0.0,0.03,0
14.84,0.98,0.123,0.29,0.36,0.08,16.75,0.008,0.05,0.05,0
4.93,1.0,0.122,0.0,0.21,0.031,9.29,0.001,0.09,0.03,0
18.67,0.95,0.09,1.95,0.993,0.192,5.51,0.006,0.08,0.0,0
18.65,0.96,0.09,1.95,0.993,0.034,3.61,0.007,0.03,0.02,0
10.21,1.0,0.06,1.96,0.17,0.016,18.51,0.009,0.03,0.02,0
12.21,0.97,0.06,0.63,0.998,0.092,15.63,0.008,0.09,0.05,0
9.27,0.98,0.129,0.93,0.998,0.059,3.13,0.004,0.0,0.01,0
6.16,0.44,0.07,1.91,1.0,0.135,0.55,0.001,0.06,0.03,0
24.68,0.1,0.1,1.28,1.0,0.13,6.72,0.005,0.1,0.06,0
26.24,1.0,0.123,0.77,0.21,0.175,3.84,0.008,0.03,0.06,0
21.63,0.7,0.09,0.11,0.992,0.189,5.44,0.009,0.02,0.02,0
23.76,0.94,0.12,0.05,0.996,0.017,15.41,0.005,0.04,0.01,0
17.31,0.98,0.122,0.2,0.996,0.087,9.96,0.004,0.01,0.02,0
1.83,1.01,0.129,1.15,0.998,0.097,6.7,0.009,0.03,0.06,0
6.69,0.97,0.03,0.61,0.3,0.074,10.43,0.007,0.1,0.09,0
0.53,1.01,0.123,1.25,0.36,0.1,3.16,0.002,0.05,0.01,0
24.01,1.02,0.04,0.78,0.01,0.17,17.76,0.008,0.1,0.06,0
21.06,1.0,0.05,1.9,0.34,0.186,12.12,0.004,0.09,0.07,0
27.06,0.19,0.01,0.94,0.999,0.011,13.09,0.003,0.0,0.09,0
29.8,0.37,0.05,0.89,0.27,0.022,7.33,0.002,0.04,0.02,0
21.68,1.02,0.06,0.11,0.992,0.189,6.01,0.009,0.02,0.02,0
27.46,0.46,0.06,0.46,1.0,0.183,17.42,0.003,0.09,0.06,0
23.4,0.99,0.12,1.94,1.0,0.181,15.25,0.002,0.07,0.05,0
12.94,1.02,0.05,1.11,0.992,0.078,1.7,0.008,0.05,0.04,0
1.58,1.029,0.129,0.71,0.999,0.121,4.71,0.005,0.09,0.06,0
2.25,0.95,0.05,1.17,0.15,0.175,18.9,0.009,0.07,0.01,0
5.63,0.86,0.03,1.93,0.08,0.199,13.65,0.002,0.04,0.03,0
27.44,1.029,0.129,0.17,0.16,0.09,8.72,0.008,0.01,0.03,0
0.96,0.99,0.128,0.2,0.994,0.103,5.01,0.006,0.02,0.02,0
11.13,1.02,0.123,0.28,0.04,0.081,8.72,0.005,0.08,0.07,0
27.13,1.02,0.04,1.51,0.991,0.085,1.35,0.005,0.02,0.01,0
20.28,0.97,0.03,1.99,1.0,0.069,7.12,0.009,0.08,0.04,0
21.0,0.95,0.12,0.65,0.992,0.002,2.91,0.009,0.04,0.08,0
24.1,0.82,0.11,1.42,0.995,0.194,9.39,0.007,0.08,0.06,0
21.88,0.99,0.126,1.33,0.997,0.193,10.41,0.008,0.01,0.02,0
29.16,0.21,0.02,1.96,0.996,0.016,9.36,0.003,0.06,0.01,0
21.78,0.19,0.07,1.58,1.0,0.185,4.82,0.006,0.07,0.05,0
20.07,0.99,0.08,0.48,0.998,0.129,1.84,0.007,0.06,0.07,0
20.4,0.27,0.04,1.14,0.995,0.184,7.65,0.002,0.09,0.05,0
26.33,1.02,0.121,0.8,0.999,0.109,6.1,0.009,0.06,0.0,0
0.76,1.02,0.126,0.96,0.29,0.059,7.72,0.004,0.05,0.06,0
9.23,0.35,0.08,0.77,1.0,0.188,10.22,0.006,0.03,0.01,0
27.07,0.64,0.05,1.94,0.995,0.122,8.67,0.009,0.02,0.05,0
23.65,0.04,0.07,1.96,1.0,0.035,2.83,0.007,0.09,0.09,0
2.26,1.01,0.04,1.98,0.32,0.018,17.57,0.001,0.09,0.02,0
25.29,0.94,0.13,1.99,1.0,0.038,17.47,0.002,0.07,0.02,0
3.82,0.93,0.05,0.6,0.26,0.055,4.64,0.007,0.02,0.03,0
1.1,1.0,0.05,0.14,0.42,0.194,13.73,0.007,0.06,0.08,0
9.58,0.99,0.123,0.06,0.996,0.076,6.99,0.0,0.09,0.05,0
19.85,1.0,0.126,0.64,0.16,0.1,5.11,0.006,0.07,0.03,0
5.95,0.95,0.08,0.86,0.15,0.086,18.82,0.005,0.05,0.03,0
28.53,0.7,0.09,0.57,0.995,0.092,2.23,0.009,0.06,0.08,0
29.24,0.97,0.06,0.2,1.0,0.112,2.47,0.004,0.06,0.04,0
17.62,0.79,0.01,1.38,0.998,0.033,10.35,0.002,0.0,0.05,0
27.8,0.72,0.03,1.61,0.996,0.118,4.09,0.0,0.08,0.08,0
12.56,0.96,0.07,0.26,0.993,0.098,4.53,0.001,0.04,0.07,0
18.94,1.02,0.122,1.7,0.998,0.069,11.55,0.005,0.04,0.04,0
2.98,0.98,0.05,2.0,0.49,0.168,1.18,0.01,0.07,0.08,0
22.49,1.01,0.125,1.72,0.46,0.003,18.36,0.003,0.05,0.04,0
27.25,0.94,0.11,1.9,0.999,0.035,14.24,0.008,0.05,0.03,0
5.99,1.01,0.11,0.44,0.999,0.125,17.49,0.01,0.07,0.03,0
